eid,anio,posicion_autor,n_autores_total,nombre_en_fuente,clave_normalizada,clave_apellido,afiliacion_declarada_raw,unidad_academica_raw,unidad_academica,metodo_blando,metodo_duro_publicacion,confianza
2-s2.0-85146176572,2023,6,6,Fernández-Verdejo R.,fernandez verdejo r,fernandezverdejo,"Laboratorio de Fisiología del Ejercicio y Metabolismo (LABFEM), Escuela de Kinesiología, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85190693898,2024,2,4,Rodríguez C.,rodriguez c,rodriguez,"Facultad de Medicina, Universidad Finis Terrae, RM, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85146481644,2023,2,2,Gubbins-Foxley V.,gubbins foxley v,gubbinsfoxley,"Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85165099350,2023,4,4,Valle M.A.,valle ma,vallema,"Facultad de Economía y Negocios, Universidad Finis Terrae, Chile",Facultad de Economía y Negocios,Facultad de Economía y Negocios,True,True,alta
2-s2.0-85110601012,2023,3,14,Valenzuela T.,valenzuela t,valenzuela,"Physical Activity, Lifestyle, Ageing and Wellbeing Faculty Research Group, Faculty of Medicine and Health Sciences, The University of Sydney, Sydney, Australia, Exercise Science Laboratory, School of Kinesiology, Faculty of Medicine, Universidad Finis Terrae, Santiago, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85151782336,2023,4,4,Muzard A.,muzard a,muzard,"Doctoral Program in Psychotherapy, Faculty of Medicine, Faculty of Social Sciences, Pontificia Universidad Católica de Chile, Universidad de Chile, Santiago, Chile, Millennium Institute for Research in Depression and Personality (MIDAP), Santiago, Chile, School of Psychology, Finis Terrae University",School of Psychology,Facultad de Educación y Ciencias Sociales,True,True,alta
2-s2.0-85163126357,2023,3,4,Mansilla K.Y.,mansilla ky,mansillaky,"Facultad de Economía y Negocios en la Univ. Finis Terrae, Chile",Facultad de Economía y Negocios en la Univ,Facultad de Economía y Negocios,True,True,alta
2-s2.0-85188674768,2024,1,6,Morales J.-P.,morales j p,morales,"Business School University of Sydney, Darlington, Australia, Facultad de Educación Psicología y Familia, Universidad Finis Terrae, Santiago, Chile",Facultad de Educación Psicología y Familia,Facultad de Educación y Ciencias Sociales,True,True,alta
2-s2.0-85175536928,2023,4,6,Candia-Véjar A.,candia vejar a,candiavejar,"School of Industrial Engineering, Universidad Finis Terrae, Santiago, Chile",School of Industrial Engineering,Escuela de Ingeniería Civil Industrial,True,True,alta
2-s2.0-85198340798,2024,2,2,Aceves Álvarez O.,aceves alvarez o,acevesalvarez,"Universidad Finis Terrae, Chile, Universidad Andrés Bello, Chile",,No determinada,True,True,alta
2-s2.0-85203338380,2024,2,5,Yanine F.,yanine f,yanine,"Faculty of Engineering, Finis Terrae University, Providencia, Santiago, 7500000, Chile",Faculty of Engineering,Facultad de Ingeniería,True,True,alta
2-s2.0-105005675463,2024,3,3,Tabilo-Prieto I.,tabilo prieto i,tabiloprieto,"Faculty of Social Sciences, Universidad Alberto Hurtado, Santiago de Chile, Chile, Family Sciences School, Finis Terrae University, Santiago de Chile, Chile",,No determinada,True,True,alta
2-s2.0-85213951769,2024,1,1,Toledo S.H.,toledo sh,toledosh,"Universidad Finis Terrae, Chile",,No determinada,True,True,alta
2-s2.0-85170029630,2023,2,3,Fernández-Verdejo R.,fernandez verdejo r,fernandezverdejo,"Laboratorio de Fisiología del Ejercicio y Metabolismo (LABFEM), Facultad de Medicina, Universidad Finis Terrae, Escuela de Kinesiología, Santiago, Chile, Pennington Biomedical Research Center, Louisiana State University, Baton Rouge, LA, United States",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85180505690,2023,1,6,Sepulveda I.,sepulveda i,sepulveda,"Radiology Department, School of Dentistry, Finis Terrae University, Otorhinolaryngology, Head & Neck Surgery and Maxillofacial Services, General Hospital of Concepcion, Bio-Bio, Santiago, Chile",School of Dentistry,Facultad de Odontología,True,True,alta
2-s2.0-85160080137,2023,1,1,Hernández L.T.,hernandez lt,hernandezlt,"Universidad Finis Terrae, Santiago de Chile, Chile",,No determinada,True,True,alta
2-s2.0-85186317409,2023,1,3,Massa A.A.,massa aa,massaaa,"Universidad Finis Terrae, Chile",,No determinada,True,True,alta
2-s2.0-85186317409,2023,2,3,Colihuinca T.O.,colihuinca to,colihuincato,"Universidad Finis Terrae, Chile",,No determinada,True,True,alta
2-s2.0-85200898926,2024,5,9,Fortuny E.,fortuny e,fortuny,"Universidad Finis Terrae e Diagnostra, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85163058875,2023,6,10,Aedo S.,aedo s,aedo,"Escuela de Medicina, Facultad de Medicina, Universidad Finis Terrae, Santiago, 7501015, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85138401582,2024,1,6,Varas-Diaz G.,varas diaz g,varasdiaz,"School of Kinesiology, Faculty of Medicine, Universidad Finis Terrae, Santiago, Chile, Department of Physical Therapy, University of Illinois at Chicago, College of Applied Health Sciences, Chicago, IL, United States",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85176782548,2023,1,2,Loyola M.T.,loyola mt,loyolamt,"Finis Terrae University (Santiago, Chile, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85159892154,2023,1,4,Araujo J.T.,araujo jt,araujojt,"Finis Terrae University, Chile",,No determinada,True,True,alta
2-s2.0-85183952194,2023,2,3,Puyol F.,puyol f,puyol,"Universidad Finis Terrae, Chile",,No determinada,True,True,alta
2-s2.0-85172207120,2023,1,10,Benites M.H.,benites mh,benitesmh,"Unidad de Pacientes Críticos, Clínica Las Condes, Estoril 450, Santiago, Chile, Departamento de Epidemiología y Estudios en Salud, Magíster en Epidemiología, Universidad de los Andes, Monseñor Álvaro del Portillo 12455, Santiago, Chile, Estudiante del Programa Doctorado en Ciencias Médicas, Escuela ",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85172207120,2023,7,10,Soto L.,soto l,soto,"Facultad de Medicina, Escuela de Medicina, Universidad Finis Terrae, Av. Pedro de Valdivia 1509, Santiago, Chile, Unidad de Pacientes Críticos, Clínica Santa María, Bellavista 415, Santiago, Chile",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85172207120,2023,8,10,Ferre A.,ferre a,ferre,"Unidad de Pacientes Críticos, Clínica Las Condes, Estoril 450, Santiago, Chile, Facultad de Medicina, Escuela de Medicina, Universidad Finis Terrae, Av. Pedro de Valdivia 1509, Santiago, Chile",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85165967874,2023,6,9,Zbinden-Foncea H.,zbinden foncea h,zbindenfoncea,"Laboratorio de Fisiología del Ejercicio y Metabolismo, Escuela de Kinesiología, Facultad de Medicina, Universidad Finis Terrae, Santiago, 7500000, Chile, Facultad de Ciencias de la Salud, Universidad Francisco de Vitoria, Madrid, 28223, Spain",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85160353965,2023,1,7,D’andurain J.,dandurain j,dandurain,"Nutrition and Dietetic School, Facultad de Medicina, Universidad Finis Terrae, Pedro de Valdivia 1509, Santiago, 7501015, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85160353965,2023,2,7,López V.,lopez v,lopez,"Nutrition and Dietetic School, Facultad de Medicina, Universidad Finis Terrae, Pedro de Valdivia 1509, Santiago, 7501015, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85160353965,2023,3,7,Arazo-Rusindo M.,arazo rusindo m,arazorusindo,"Nutrition and Dietetic School, Facultad de Medicina, Universidad Finis Terrae, Pedro de Valdivia 1509, Santiago, 7501015, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85160353965,2023,4,7,Tiscornia C.,tiscornia c,tiscornia,"Nutrition and Dietetic School, Facultad de Medicina, Universidad Finis Terrae, Pedro de Valdivia 1509, Santiago, 7501015, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85160353965,2023,6,7,Simón L.,simon l,simon,"Nutrition and Dietetic School, Facultad de Medicina, Universidad Finis Terrae, Pedro de Valdivia 1509, Santiago, 7501015, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85160353965,2023,7,7,Mariotti-Celis M.S.,mariotti celis ms,mariotticelis,"Nutrition and Dietetic School, Facultad de Medicina, Universidad Finis Terrae, Pedro de Valdivia 1509, Santiago, 7501015, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85180712015,2023,1,3,Jofré Bartholin M.,jofre bartholin m,jofrebartholin,"Centro de Investigación en Biomedicina (CIBMED), Escuela de Medicina, Facultad de Medicina, Universidad Finis Terrae, Santiago, 7501015, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85180712015,2023,3,3,Berrocal Silva L.,berrocal silva l,berrocalsilva,"Centro de Investigación en Biomedicina (CIBMED), Escuela de Medicina, Facultad de Medicina, Universidad Finis Terrae, Santiago, 7501015, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85165721215,2023,2,10,Sepúlveda J.P.M.,sepulveda jpm,sepulvedajpm,"University of Sydney Business School, Darlington, Australia, Facultad de Educación Psicología y Familia, Universidad Finis Terrae, Santiago, Chile",Facultad de Educación Psicología y Familia,Facultad de Educación y Ciencias Sociales,True,True,alta
2-s2.0-85158077844,2023,37,83,Gonzalez-Valderrama A.,gonzalez valderrama a,gonzalezvalderrama,"Early Intervention Program, Instituto Psiquiátrico Dr. J. Horwitz Barak, Santiago, 8431621, Chile, School of Medicine, Universidad Finis Terrae, Santiago, 7501015, Chile",School of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85124814881,2023,4,6,Santibáñez D.,santibanez d,santibanez,"Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85151239151,2023,9,12,González-Valderrama A.,gonzalez valderrama a,gonzalezvalderrama,"Psychiatric Institute “Dr. José Horwitz Barak”, Santiago, Chile, School of Medicine, Universidad Finis Terrae, Santiago, Chile",School of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85169448055,2023,2,2,Gomez D.S.,gomez ds,gomezds,"Facultad de Educacion, Psicologia y Familia, Universidad Finis Terrae, Santiago, Chile",Facultad de Educacion,Facultad de Educación y Ciencias Sociales,True,True,alta
2-s2.0-85175547049,2023,1,4,Henriquez-Olguin C.,henriquez olguin c,henriquezolguin,"The August Krogh Section of Molecular Physiology, Department of Nutrition, Exercise and Sports, University of Copenhagen, Copenhagen, 2100, Denmark, Exercise Science Laboratory, Faculty of Medicine, Universidad Finis Terrae, Av. Pedro de Valdivia 1509, Santiago, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85164586783,2023,12,12,Díaz F.,diaz f,diaz,"Unidad de Cuidados Intensivos Pediátricos, Hospital El Carmen de Maipú, Santiago, Chile, Escuela de Medicina, Universidad Finis Terrae, Santiago, Chile",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85167819692,2023,1,10,Henriquez-Olguin C.,henriquez olguin c,henriquezolguin,"The August Krogh Section for Molecular Physiology, Department of Nutrition, Exercise, and Sports, University of Copenhagen, August Krogh Building, Universitetsparken 13, Copenhagen, 2100, Denmark, Exercise Science Laboratory, Faculty of Medicine, Universidad Finis Terrae, Av. Pedro de Valdivia 1509,",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85184440738,2024,3,5,Muzard A.,muzard a,muzard,"School of Psychology, Social Sciences Faculty, Pontificia Universidad Católica de Chile, Santiago, Chile, Millennium Institute for Research in Depression and Personality, Santiago, Chile, School of Psychology, Finis Terrae University, Santiago, Chile",School of Psychology,Facultad de Educación y Ciencias Sociales,True,True,alta
2-s2.0-85153612820,2023,5,8,Lorca-Ponce E.,lorca ponce e,lorcaponce,"Escuela de Enfermería, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85148039285,2023,1,7,Ruiz-Riquelme P.,ruiz riquelme p,ruizriquelme,"Master Fellow Foot and Ankle Surgery, Universitat de Barcelona, Barcelona, Spain, Department of Orthopedic and Traumatology, Hospital Clínico La Florida / Clínica Las Condes, Santiago, Chile, School of Medicine, Finis Terrae University, Santiago, Chile",School of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85144119119,2023,7,7,Farsani D.,farsani d,farsani,"Facultad de Educación, Psicología y Familia, Universidad Finis Terrae, Santiago, Chile",Facultad de Educación,Facultad de Educación y Ciencias Sociales,True,True,alta
2-s2.0-85195831343,2024,1,2,Rojas-Saffie J.P.,rojas saffie jp,rojassaffie,"Department of Psychology, Faculty of Education, Psychology and Family, Universidad Finis Terrae, Santiago, Chile, Center for Research in Education, Psychology and Family (CIPEF), Faculty of Education, Psychology and Family, Universidad Finis Terrae, Santiago, Chile",Faculty of Education,Facultad de Educación y Ciencias Sociales,True,True,alta
2-s2.0-85195831343,2024,2,2,García-Matte N.,garcia matte n,garciamatte,"Department of Psychology, Faculty of Education, Psychology and Family, Universidad Finis Terrae, Santiago, Chile, Center for Research in Education, Psychology and Family (CIPEF), Faculty of Education, Psychology and Family, Universidad Finis Terrae, Santiago, Chile, Millenium Institute for Depressio",Faculty of Education,Facultad de Educación y Ciencias Sociales,True,True,alta
2-s2.0-85210945354,2024,2,3,Salas-Guzmán N.,salas guzman n,salasguzman,"Centro de Investigación en Psicología, Educación y Familia (CIPEF), Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85175498298,2023,1,4,Mujika I.,mujika i,mujika,"Department of Physiology, Faculty of Medicine and Nursing, University of the Basque Country, Basque Country, Leioa, Spain, Exercise Science Laboratory, School of Kinesiology, Faculty of Medicine, Universidad Finis Terrae, Santiago, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85158982455,2023,3,5,Santibáñez D.,santibanez d,santibanez,"Universidad Finis Terrae, Chile",,No determinada,True,True,alta
2-s2.0-85183641905,2023,1,6,Neira B.C.,neira bc,neirabc,"Departamento de Obstetricia y Ginecología, Universidad Finis Terrae, Chile, Departamento de Obstetricia y Ginecología, Hospital El Carmen Dr. Luis Valentín Ferrada, Maipú, Chile, Departamento de Obstetricia y Ginecología, Clínica Red Salud Vitacura, Vitacura, Santiago de Chile, Chile",,No determinada,True,True,alta
2-s2.0-85183641905,2023,2,6,Navarro-Plazaola N.,navarro plazaola n,navarroplazaola,"Departamento de Obstetricia y Ginecología, Universidad Finis Terrae, Chile",,No determinada,True,True,alta
2-s2.0-85183641905,2023,3,6,Díaz-Eris A.,diaz eris a,diazeris,"Departamento de Obstetricia y Ginecología, Universidad Finis Terrae, Chile",,No determinada,True,True,alta
2-s2.0-85183641905,2023,4,6,Norambuena-Narváez C.,norambuena narvaez c,norambuenanarvaez,"Departamento de Obstetricia y Ginecología, Universidad Finis Terrae, Chile, Departamento de Obstetricia y Ginecología, Hospital El Carmen Dr. Luis Valentín Ferrada, Maipú, Chile",,No determinada,True,True,alta
2-s2.0-85183641905,2023,5,6,von Hoveling-Schindler A.,von hoveling schindler a,vonhoveling,"Departamento de Obstetricia y Ginecología, Universidad Finis Terrae, Chile, Departamento de Obstetricia y Ginecología, Hospital El Carmen Dr. Luis Valentín Ferrada, Maipú, Chile",,No determinada,True,True,alta
2-s2.0-85183641905,2023,6,6,Avilés-Dorlhiac R.,aviles dorlhiac r,avilesdorlhiac,"Departamento de Obstetricia y Ginecología, Universidad Finis Terrae, Chile, Departamento de Obstetricia y Ginecología, Hospital El Carmen Dr. Luis Valentín Ferrada, Maipú, Chile, Departamento de Obstetricia y Ginecología, Clínica Red Salud Vitacura, Vitacura, Santiago de Chile, Chile",,No determinada,True,True,alta
2-s2.0-85173014809,2023,5,9,Olavarría N.,olavarria n,olavarria,"Facultad Medicina, Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85145967026,2023,5,5,Salomé Mariotti Celis M.,salome mariotti celis m,salomemariotti,"Escuela de Nutrición y Dietética, Facultad de Medicina, Universidad Finis Terrae, Pedro de Valdivia 1509, Providencia, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85152321822,2023,2,2,Castro-Sepulveda M.,castro sepulveda m,castrosepulveda,"Laboratorio Ciencias del Ejercicio, Escuela de Kinesiología, Universidad Finis Terrae, Santiago, Chile",Escuela de Kinesiología,Escuela de Kinesiología,True,True,alta
2-s2.0-85182245352,2023,1,3,Ostornol A.F.,ostornol af,ostornolaf,"Medicina, Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85182245352,2023,2,3,Cruzat J.C.,cruzat jc,cruzatjc,"Medicina, Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85182245352,2023,3,3,González P.S.,gonzalez ps,gonzalezps,"Medicina Interna, Hospital Clínico UC Christus, Santiago, Chile, Profesor, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85183684713,2023,1,2,Simón L.,simon l,simon,"Nutrition and Dietetic School, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85183684713,2023,2,2,Mariotti-Celis M.S.,mariotti celis ms,mariotticelis,"Nutrition and Dietetic School, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105018212364,2024,1,1,Carvajal G.,carvajal g,carvajal,"Universidad Finis Terrae, Chile",,No determinada,True,True,alta
2-s2.0-85188146191,2024,24,32,Mujika I.,mujika i,mujika,"Department of Physiology, Faculty of Medicine and Nursing, University of the Basque Country, Basque Country, Leioa, Spain, Exercise Science Laboratory, School of Kinesiology, Faculty of Medicine, Universidad Finis Terrae, Santiago, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85149674498,2023,3,8,Moya P.,moya p,moya,"Facultad de Odontología, Universidad Finis Terrae, Santiago, 7501015, Chile",Facultad de Odontología,Facultad de Odontología,True,True,alta
2-s2.0-85173961286,2023,3,3,Méndez-Sánchez R.E.,mendez sanchez re,mendezsanchez,"Facultad de Comunicaciones y Humanidades, Universidad Finis Terrae, Santiago, Chile",Facultad de Comunicaciones y Humanidades,Facultad de Humanidades y Comunicaciones,True,True,alta
2-s2.0-85150284848,2023,2,2,Farsani D.,farsani d,farsani,"Universidad Finis Terrae, Providencia, Chile",,No determinada,True,True,alta
2-s2.0-85173023995,2023,9,13,Cottin M.,cottin m,cottin,"Millennium Institute for Depression and Personality Research (MIDAP), Santiago, Chile, Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85151137553,2023,1,3,Zambrano C.,zambrano c,zambrano,University Finis Terrae,,No determinada,True,True,alta
2-s2.0-85151137553,2023,2,3,Rojas D.,rojas d,rojas,University Finis Terrae,,No determinada,True,True,alta
2-s2.0-85200145776,2024,3,6,González J.H.,gonzalez jh,gonzalezjh,"Departamento de Neurología, Facultad de Medicina, Universidad Finis Terrae, Chile, GDT Demencia, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85200145776,2024,4,6,Ramos T.F.,ramos tf,ramostf,"Departamento de Neurología, Facultad de Medicina, Universidad Finis Terrae, Chile, Centro de Memoria y Neuropsiquiatría, Hospital del Salvador, Chile, GDT Demencia, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105034655965,2024,1,1,Abara J.F.,abara jf,abarajf,"CIDOC y en la Escuela de Historia, Universidad Finis Terrae, Alberto Henckel 2317, Providencia, Santiago, CP 7510450, Chile",Escuela de Historia,Facultad de Humanidades y Comunicaciones,True,True,alta
2-s2.0-85188504047,2023,1,1,Kobayashi M.A.,kobayashi ma,kobayashima,"Escuela de Artes Visuales, Universidad Finis Terrae, Chile",Escuela de Artes Visuales,Facultad de Artes,True,True,alta
2-s2.0-85205437662,2024,1,1,Díaz-Galaz L.,diaz galaz l,diazgalaz,"CIPEF, Universidad Finis Terrae, Chile, Universidad Americana de Europa (UNADE), Mexico",,No determinada,True,True,alta
2-s2.0-85178463650,2023,1,5,Giglio A.,giglio a,giglio,"Medicina Intensiva, Universidad Finis Terrae, Santiago, Chile, Centro de Pacientes Críticos, Clínica Las Condes, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85178463650,2023,3,5,Pedreros C.,pedreros c,pedreros,"Medicina Intensiva, Universidad Finis Terrae, Santiago, Chile, Centro de Pacientes Críticos, Clínica Las Condes, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85178463650,2023,4,5,Ferre A.,ferre a,ferre,"Medicina Intensiva, Universidad Finis Terrae, Santiago, Chile, Centro de Pacientes Críticos, Clínica Las Condes, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85178463650,2023,5,5,Dreyse J.,dreyse j,dreyse,"Medicina Intensiva, Universidad Finis Terrae, Santiago, Chile, Centro de Pacientes Críticos, Clínica Las Condes, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85151560586,2023,5,5,Muzard A.,muzard a,muzard,"Doctoral Program in Psychotherapy, School of Psychology, Pontificia Universidad Católica de Chile, Av. Vicuña Mackenna 4860, Santiago, Chile, Millennium Institute for Research in Depression and Personality (MIDAP), Santiago, Chile, School of Psychology, Finis Terrae University, Chile",School of Psychology,Facultad de Educación y Ciencias Sociales,True,True,alta
2-s2.0-85158828554,2023,1,4,Castro-Sepulveda M.,castro sepulveda m,castrosepulveda,"Laboratorio de Fisiología del Ejercicio y Metabolismo (LABFEM), Escuela de Kinesiologia, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85158828554,2023,2,4,Fernández-Verdejo R.,fernandez verdejo r,fernandezverdejo,"Laboratorio de Fisiología del Ejercicio y Metabolismo (LABFEM), Escuela de Kinesiologia, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85158828554,2023,3,4,Zbinden-Foncea H.,zbinden foncea h,zbindenfoncea,"Laboratorio de Fisiología del Ejercicio y Metabolismo (LABFEM), Escuela de Kinesiologia, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile, Centro de Salud Deportiva, Clinica Santa Maria, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85172361519,2023,1,1,Amarouch I.,amarouch i,amarouch,"Facultad de Arquitectura y Diseño. Universidad Finis Terrae, Santiago de, Chile",,No determinada,True,True,alta
2-s2.0-85196502487,2024,2,2,Carrasco G.,carrasco g,carrasco,"Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85216695257,2024,1,3,Rojas-Saffie J.P.,rojas saffie jp,rojassaffie,"Department of Psychology, Faculty of Education, Psychology and Family, Universidad Finis Terrae, Santiago, Chile, Center for Research in Education, Psychology and Family (CIPEF), Faculty of Education, Psychology and Family, Universidad Finis Terrae, Santiago, Chile",Faculty of Education,Facultad de Educación y Ciencias Sociales,True,True,alta
2-s2.0-85216695257,2024,2,3,Álamos-Vial N.,alamos vial n,alamosvial,"Department of Psychology, Faculty of Education, Psychology and Family, Universidad Finis Terrae, Santiago, Chile",Faculty of Education,Facultad de Educación y Ciencias Sociales,True,True,alta
2-s2.0-85216695257,2024,3,3,Pinzón-Merchán M.,pinzon merchan m,pinzonmerchan,"Department of Psychology, Faculty of Education, Psychology and Family, Universidad Finis Terrae, Santiago, Chile",Faculty of Education,Facultad de Educación y Ciencias Sociales,True,True,alta
2-s2.0-85198100692,2024,1,4,Zambrano C.,zambrano c,zambrano,"Facultad de Ingeniería, Departamento de Ingeniería Informática y Telecomunicaciones, Universidad Finis Terrae, Santiago, Chile",Facultad de Ingeniería,Facultad de Ingeniería,True,True,alta
2-s2.0-105000407376,2024,3,4,Paredes M.V.B.,paredes mvb,paredesmvb,"DUOC Universidad Católica (UC), Santiago, Chile, Restauración y Conservación de Objetos y Entorno Patrimonial, Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85189331104,2024,10,15,Cancino-López J.,cancino lopez j,cancinolopez,"Laboratorio de Fisiología del Ejercicio y Metabolismo, Escuela de Kinesiología, Facultad de Medicina, Universidad Finis Terrae. Santiago, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85145743670,2023,1,8,Molina M.,molina m,molina,"Department of Orthopaedic Surgery, Spine Center, Clínica Las Condes, Santiago, Chile, Instituto Traumatológico de Santiago, Santiago, Chile, Research and Clinical Epidemiology Unit, Finis Terrae University, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85145743670,2023,3,8,Castro M.,castro m,castro,"Research and Clinical Epidemiology Unit, Finis Terrae University, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85145743670,2023,6,8,Martinez M.,martinez m,martinez,"Research and Clinical Epidemiology Unit, Finis Terrae University, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85175008740,2023,1,4,Cortina A.H.,cortina ah,cortinaah,"Universidad Autónoma de Chile, Región Metropolitana, Providencia, Chile, Universidad Finis Terrae, Región Metropolitana, Providencia, Chile",,No determinada,True,True,alta
2-s2.0-85185661124,2023,1,1,Poblete Alday P.,poblete alday p,pobletealday,"Universidad Finis Terrae, Santiago de Chile, Chile",,No determinada,True,True,alta
2-s2.0-85197695723,2024,1,6,Balboa E.,balboa e,balboa,"Center for Biomedical Research, Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85197695723,2024,2,6,Saud F.,saud f,saud,"Center for Biomedical Research, Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85197695723,2024,4,6,de la Fuente M.,de la fuente m,dela,"Center for Biomedical Research, Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85197695723,2024,5,6,Landskron G.,landskron g,landskron,"Center for Biomedical Research, Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85176928669,2023,1,6,Roos A.C.,roos ac,roosac,"Cirugía Plástica, Universidad Finis Terrae, Chile, Clínica Made, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85176928669,2023,2,6,Macho R.M.,macho rm,machorm,"Cirugía Plástica, Universidad Finis Terrae, Chile",,No determinada,True,True,alta
2-s2.0-85176928669,2023,3,6,Díaz M.J.H.,diaz mjh,diazmjh,"Cirugía Plástica, Universidad Finis Terrae, Chile",,No determinada,True,True,alta
2-s2.0-85176928669,2023,6,6,Irarrázaval C.A.,irarrazaval ca,irarrazavalca,"Cirugía Plástica, Universidad Finis Terrae, Chile, Clínica Made, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85179070817,2023,1,9,Vallejos G.,vallejos g,vallejos,"Departamento de Ginecología y Obstetricia, Hospital El Carmen de Maipú, Chile, Facultad de Medicina, Universidad Finis Terrae, Chile, Departamento de Ginecología y Obstetricia, Facultad de Medicina, Clínica Alemana-Universidad del Desarrollo, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
